"educ4_race2","target"
"11",0.23551440422439662
"12",0.0964083925188406
"21",0.28152172228335837
"22",0.06935136578729939
"31",0.1609615295196287
"32",0.03537717571568065
"41",0.10059976369513095
"42",0.0202656462556647
