"age2senior_raceeduc","target"
"111",0.1830944975728861
"112",0.2752632721838554
"113",0.15212079657895772
"114",0.05293655991013096
"120",0.1310470530100829
"211",0.08922272510434281
"212",0.06120362280307292
"213",0.029922151111992628
"214",0.015631331740904947
"220",0.009557989983773645
