"age2senior_raceeduc","target"
"111",0.17625500866956811
"112",0.21287732504621737
"113",0.13690371017749003
"114",0.0643206488461137
"120",0.19353313935071104
"211",0.07712503835442243
"212",0.05611427109877343
"213",0.03386622067835473
"214",0.024953534097363974
"220",0.0240511036809852
