"educ4_race2","target"
"11",0.24246578060183324
"12",0.07904223056909834
"21",0.2770909624432099
"22",0.05310898578995862
"31",0.20700042585370287
"32",0.02781406018517023
"41",0.09607038074458421
"42",0.017407173812442587
