"gender_age6","target"
"11",0.06683409781584503
"12",0.09095994856664102
"13",0.08358220174289374
"14",0.07364309758934401
"15",0.07854629584358991
"16",0.09366831536791116
"21",0.061313925422294684
"22",0.09074542117049474
"23",0.08359217976131915
"24",0.07568060895181249
"25",0.08551427871066707
"26",0.11591962905718702
