"gender_age6","target"
"11",0.06134135363334781
"12",0.08447108022746783
"13",0.07402300063412058
"14",0.07850772159048044
"15",0.08687796033382064
"16",0.10096344019590452
"21",0.05937973424026849
"22",0.08164952400176984
"23",0.07588815112051757
"24",0.08100762983669865
"25",0.09193040781497544
"26",0.12395999637062818
