"race2_gender_educ3","target"
"111",0.1627191579938087
"112",0.06699760091672036
"113",0.04659761895260243
"121",0.1658228327011273
"122",0.06719396140010273
"123",0.06037867837409633
"211",0.15288992618245162
"212",0.03221763090396566
"213",0.01716356471953426
"221",0.1617628804962148
"222",0.041067327740482315
"223",0.02518881961889352
