"race4_age2","target"
"11",0.13679943910769823
"12",0.26899603728110166
"21",0.010705871625651212
"22",0.009691780315538885
"31",0.24358214509268525
"32",0.21562378321364672
"41",0.06323407642527268
"42",0.05136686693840535
