"race2_gender_educ2","target"
"111",0.21853546854091618
"112",0.09978798807067658
"121",0.2301431340523547
"122",0.11130576765552741
"211",0.1342427742115048
"212",0.023440664888427547
"221",0.14610004031247617
"222",0.036444162268116594
