"race4_age2","target"
"11",0.2647306569965998
"12",0.3690405642735547
"21",0.0929362497248852
"22",0.09596977405401683
"31",0.054745674147293845
"32",0.03010152671870017
"41",0.05222973994726779
"42",0.04024581413768167
