"educ4_race2","target"
"11",0.20086795357622675
"12",0.20597280901731285
"21",0.1602689007371284
"22",0.1371953928149788
"31",0.11775842283280538
"32",0.06770427277189042
"41",0.06652848512539906
"42",0.04370376312425828
