"age2senior_raceeduc","target"
"111",0.2062955709618582
"112",0.22705822775733728
"113",0.14531768403535583
"114",0.054535024939388096
"120",0.1358199524067742
"211",0.10479622002829302
"212",0.058277053522212414
"213",0.0337798372628368
"214",0.017320886793552058
"220",0.016799542292392104
