"educ4_race2","target"
"11",0.21856962391716386
"12",0.1611920606090485
"21",0.21641713091072212
"22",0.10833328045352328
"31",0.14426987056486865
"32",0.04738596387609333
"41",0.07570493261241068
"42",0.028127137056169586
