"gender_age6","target"
"11",0.05486492180491201
"12",0.07535372307400384
"13",0.07710681662487984
"14",0.07945636659676616
"15",0.08700171472500917
"16",0.11647014997216537
"21",0.05113270911204033
"22",0.07243562107507259
"23",0.07626549914682315
"24",0.07875317586883819
"25",0.09211659013886622
"26",0.13904271186062314
