"race2_gender_educ2","target"
"111",0.2267737685940613
"112",0.12374502001400502
"121",0.2274859450135977
"122",0.12810189363342836
"211",0.10320528098971023
"212",0.04333660699333729
"221",0.10093269916038768
"222",0.04641878560147246
