"race2_gender_educ2","target"
"111",0.2828476248952236
"112",0.07951538963032463
"121",0.2903729868266282
"122",0.0940551667281815
"211",0.10329403283167128
"212",0.017053548945681833
"221",0.1086833354604816
"222",0.024177914681807362
