"race4_age2","target"
"11",0.3420247605425256
"12",0.46856484908988333
"21",0.05709500909172894
"22",0.053488937872136946
"31",0.023188627683737865
"32",0.01263152596333527
"41",0.026300578640833714
"42",0.01670571111581835
