"educ4_race2","target"
"11",0.16450255750956014
"12",0.1372591541617575
"21",0.21754368986345446
"22",0.0863684429690018
"31",0.20931002733751758
"32",0.042847496783690896
"41",0.11672982381995417
"42",0.02543880755506348
