"age2senior_raceeduc","target"
"111",0.10858779277675057
"112",0.10572384473252673
"113",0.10006106729683988
"114",0.07681349614834836
"120",0.40486642085612573
"211",0.05044786573085294
"212",0.02874150673532619
"213",0.025590994196379616
"214",0.02720262782399128
"220",0.07196438370285871
