"race2_gender_educ3","target"
"111",0.32094438600719416
"112",0.07302053512504195
"113",0.0416761455140088
"121",0.2960463633885997
"122",0.08560919519518166
"123",0.04317849589274975
"211",0.06174727628606373
"212",0.0070027096364402176
"213",0.003250212288640474
"221",0.05812541810163276
"222",0.007946464971811222
"223",0.001452797592635555
