"educ4_race2","target"
"11",0.2458748111841952
"12",0.09399500690898085
"21",0.29169662384331063
"22",0.05659475574801187
"31",0.18736690454376762
"32",0.023524771674958814
"41",0.09003655117918295
"42",0.010910574917592087
