"educ4_race2","target"
"11",0.3262598913187097
"12",0.08544106944738647
"21",0.24894726797215644
"22",0.05902555960797556
"31",0.14971088931160825
"32",0.026069877329821082
"41",0.08567156102993455
"42",0.018873883982407975
