"race4_age2","target"
"11",0.1872833159345683
"12",0.25793399888431867
"21",0.0649614025179215
"22",0.055171599660203276
"31",0.21846179485814413
"32",0.14572751913671264
"41",0.040348731433280174
"42",0.03011163757485134
