"educ4_race2","target"
"11",0.3969143549948147
"12",0.06587904285422595
"21",0.2598878838671126
"22",0.04288046982877459
"31",0.12417706712317547
"32",0.020059259242169232
"41",0.07833824949329138
"42",0.01186367259643614
