"gender_age6","target"
"11",0.06386509076040964
"12",0.07798311257333575
"13",0.08358135156465431
"14",0.0701004117261118
"15",0.08507778105299191
"16",0.11770683769623551
"21",0.05640314927686441
"22",0.07956987458042922
"23",0.07439714929588179
"24",0.06764122776156019
"25",0.09318037026824004
"26",0.13049364344328543
