"educ4_race2","target"
"11",0.32420451314881027
"12",0.11361333939017439
"21",0.2186225675490702
"22",0.07657717282905117
"31",0.13978291639904755
"32",0.030963970319473295
"41",0.07511360337418191
"42",0.021121916990191225
