"educ4_race2","target"
"11",0.49371802330854025
"12",0.030987131888722857
"21",0.24725943970767356
"22",0.025620419319328118
"31",0.11695987208625806
"32",0.008325275939575825
"41",0.07002816948570807
"42",0.007101668264193221
