"race2_gender_educ3","target"
"111",0.2638011433918163
"112",0.09745705821369366
"113",0.043593485499519934
"121",0.2557555996532268
"122",0.10954336764000921
"123",0.05247689524506427
"211",0.06490347239171528
"212",0.014606366766616946
"213",0.00905273619078246
"221",0.06724774396734168
"222",0.013207693418553287
"223",0.008354437621660129
