"gender_age6","target"
"11",0.05947458010059599
"12",0.08554201406939939
"13",0.07688474893777571
"14",0.07835299846671186
"15",0.08505351153695137
"16",0.09879245332684045
"21",0.05773356321687802
"22",0.08339321711930474
"23",0.07780537988913822
"24",0.08055444050337476
"25",0.09105516108299717
"26",0.12535793175003235
