"age2senior_raceeduc","target"
"111",0.1979973972510567
"112",0.20430954769463525
"113",0.11727191029334703
"114",0.057593721390661094
"120",0.1979039868037672
"211",0.08489888223504057
"212",0.05539328729332461
"213",0.02646140835938121
"214",0.024275884251584792
"220",0.03389397442720153
