"race4_age2","target"
"11",0.2576088119948481
"12",0.37675528949486964
"21",0.06750272534092759
"22",0.06904078652147072
"31",0.09408764615258967
"32",0.06001705462298478
"41",0.043135920069517115
"42",0.03185176580279235
