"gender_age6","target"
"11",0.05717173787644073
"12",0.09331223791608857
"13",0.07762354708790471
"14",0.07770977467067672
"15",0.08054660383822228
"16",0.09222159827975
"21",0.05693572954883863
"22",0.09288829103279783
"23",0.08023713038750714
"24",0.08215784817415199
"25",0.0879018619975154
"26",0.12129363919010597
