"educ4_race2","target"
"11",0.2876156325525766
"12",0.0769554768216843
"21",0.32937511684321724
"22",0.042917217566012196
"31",0.15862973032022362
"32",0.01494917460825144
"41",0.08485464140675855
"42",0.004703009881276029
