"race2_gender_educ3","target"
"111",0.21324812524802664
"112",0.06795759299565425
"113",0.034944849612260825
"121",0.22173862957985932
"122",0.07631227756921438
"123",0.040760083000149855
"211",0.13166731017327818
"212",0.019480922022130445
"213",0.01142386942559347
"221",0.1378580308892936
"222",0.027905041853962885
"223",0.016703267630576116
