"educ4_race2","target"
"11",0.3174199351012604
"12",0.033985252264610605
"21",0.27227369533858775
"22",0.02403918948201594
"31",0.19847880545700664
"32",0.01813683134940963
"41",0.12250339770923224
"42",0.013162893297876874
