"age2senior_raceeduc","target"
"111",0.14413367357488116
"112",0.12603292673655098
"113",0.09614793385079326
"114",0.0496367959675733
"120",0.39627370690159747
"211",0.05673428000134559
"212",0.03423597400057742
"213",0.021610488982012125
"214",0.01689168915782577
"220",0.058302530826842905
