"educ4_race2","target"
"11",0.11278839376808238
"12",0.3044929297011696
"21",0.13414345633862518
"22",0.19093503408233978
"31",0.08732398184246713
"32",0.06291124298268529
"41",0.07153964443962521
"42",0.03586531684500545
