"race4_age2","target"
"11",0.27023684105821644
"12",0.131649099498847
"21",0.2112298401396378
"22",0.21411012910268187
"31",0.06660473612920302
"32",0.03349438732880445
"41",0.05203030098587188
"42",0.02064466575673754
