"gender_age6","target"
"11",0.05594334220773717
"12",0.13497570350841684
"13",0.09337844921090462
"14",0.06292696175356836
"15",0.057235579958724504
"16",0.06310514179152243
"21",0.06913558462946337
"22",0.1502645887068454
"23",0.09640405004956173
"24",0.0644250579950075
"25",0.06360854364632473
"26",0.08859699654192334
