"age2senior_raceeduc","target"
"111",0.1252904602748447
"112",0.12254178143170527
"113",0.08120247959160895
"114",0.04041184667999637
"120",0.36979839330395464
"211",0.07178025180326424
"212",0.055544162398581336
"213",0.034131695037946753
"214",0.028152287951750996
"220",0.07114664152634675
