"age2senior_raceeduc","target"
"111",0.013429239171237936
"112",0.037916020115315356
"113",0.13742351665118402
"114",0.16096404050049562
"120",0.4985650452283213
"211",0.003679504278915766
"212",0.005710410730936033
"213",0.013088448224859748
"214",0.02967476088411897
"220",0.09954901421461526
