"educ4_race2","target"
"11",0.2803038202313129
"12",0.16246632821534432
"21",0.21410277301981612
"22",0.10236432124336585
"31",0.11253777186969642
"32",0.03943181466882054
"41",0.06543919115408617
"42",0.02335397959755766
