"age2senior_raceeduc","target"
"111",0.14250229838438289
"112",0.13817545103481035
"113",0.1335836155586087
"114",0.0884732631561143
"120",0.27515035080974665
"211",0.07188014361510757
"212",0.04379809737115569
"213",0.03273836686267096
"214",0.03678754048380771
"220",0.03691087272359518
