"educ4_race2","target"
"11",0.3392953850080889
"12",0.13360417105031683
"21",0.23392522671376287
"22",0.07837319724183606
"31",0.11546103351810778
"32",0.025615895661652347
"41",0.05810952284039834
"42",0.015615567965836848
