"educ4_race2","target"
"11",0.0171087434501537
"12",0.22688719473694224
"21",0.04362643084625139
"22",0.159201269057047
"31",0.1505119648760438
"32",0.10494285264510861
"41",0.1906388013846146
"42",0.10708274300383866
