"educ4_race2","target"
"11",0.09419614075429189
"12",0.27624356322018817
"21",0.131919255712562
"22",0.17567869976974348
"31",0.1032332181795075
"32",0.1028674611707182
"41",0.06551676284546025
"42",0.050344898347528505
