"race4_age2","target"
"11",0.24933797015571224
"12",0.43860080631094595
"21",0.05159551394834775
"22",0.047178457874816365
"31",0.08894826846821006
"32",0.057579594222835984
"41",0.039647086557737285
"42",0.027112302461394365
