Gender,Race 4,target
Female,Black,0.06454548764731433
Female,Hispanic,0.08190990936103017
Female,Other,0.04594867269202667
Female,White,0.3209546412008827
Male,Black,0.056564368270216686
Male,Hispanic,0.0820641151777121
Male,Other,0.04119828129974186
Male,White,0.30681452435107553
